"Date","ATP","Tournament","Round","Surface","Court","Winner","Loser","B365W","B365L","TTT_Pct_W","TTT_Pct_L","pred","ttt_correct","bookie_pred","bookie_correct","bet365_right_ttt_wrong","ATPk"
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Coric B.","Hassan B.",1.3,3.5,95.21,4.79,"Coric B.",TRUE,"Coric B.",TRUE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Draper J.","Kokkinakis T.",1.53,2.5,76.14,23.86,"Draper J.",TRUE,"Draper J.",TRUE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Bagnis F.","Nakashima B.",3,1.4,1.81,98.19,"Nakashima B.",FALSE,"Nakashima B.",FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Van De Zandschulp B.","Eubanks C.",1.33,3.4,48.95,51.05,"Eubanks C.",FALSE,"Van De Zandschulp B.",TRUE,TRUE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Klein L.","Llamas Ruiz P.",1.91,1.91,11.31,88.69,"Llamas Ruiz P.",FALSE,NA,FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Shang J.","Moutet C.",2.38,1.57,94.15,5.85,"Shang J.",TRUE,"Moutet C.",FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Shapovalov D.","Diaz Acosta F.",2.38,1.57,97.65,2.35,"Shapovalov D.",TRUE,"Diaz Acosta F.",FALSE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Cachin P.","Ofner S.",2.75,1.44,7.29,92.71,"Ofner S.",FALSE,"Ofner S.",FALSE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Cobolli F.","Tabilo A.",2.38,1.57,22.36,77.64,"Tabilo A.",FALSE,"Tabilo A.",FALSE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Auger-Aliassime F.","Nishioka Y.",1.22,4.33,75.18,24.82,"Auger-Aliassime F.",TRUE,"Auger-Aliassime F.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Machac T.","Ruusuvuori E.",1.5,2.63,40.32,59.68,"Ruusuvuori E.",FALSE,"Machac T.",TRUE,TRUE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Purcell M.","Giron M.",3.75,1.29,19.65,80.35,"Giron M.",FALSE,"Giron M.",FALSE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Sonego L.","Gasquet R.",1.44,2.75,97.69,2.31,"Sonego L.",TRUE,"Sonego L.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Monteiro T.","Lajovic D.",2.5,1.53,0.98,99.02,"Lajovic D.",FALSE,"Lajovic D.",FALSE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Arnaldi M.","O Connell C.",1.33,3.4,83.07,16.93,"Arnaldi M.",TRUE,"Arnaldi M.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Bautista Agut R.","Galan D.E.",1.4,3,99.82,0.18,"Bautista Agut R.",TRUE,"Bautista Agut R.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Mensik J.","Hanfmann Y.",1.73,2.1,77.49,22.51,"Mensik J.",TRUE,"Mensik J.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Kecmanovic M.","Zhang Zh.",1.67,2.2,7.44,92.56,"Zhang Zh.",FALSE,"Kecmanovic M.",TRUE,TRUE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Kotov P.","Ramos-Vinolas A.",1.62,2.3,95.88,4.12,"Kotov P.",TRUE,"Kotov P.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Medjedovic H.","Kovacevic A.",1.44,2.75,93.31,6.69,"Medjedovic H.",TRUE,"Medjedovic H.",TRUE,FALSE,28
2024-04-25,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Nadal R.","Blanch D.",1.04,13,91,9,"Nadal R.",TRUE,"Nadal R.",TRUE,FALSE,28
