ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,GamesMatch,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,Fatigue_W,Fatigue_L,mu_winner,mu_loser,sigma_winner,sigma_loser,p_ttt_win,p_adj_win,y,pred_base,ttt_correct,pred_fat,ttt_fat_correct,p_book,pred_book,bookie_correct,p_base_fav,y_base_fav,p_fat_fav,y_fat_fav,p_book_fav,y_book_fav,theta_used,ATP_k
29,Rome,Internazionali BNL d'Italia,2024-05-14,Masters 1000,Outdoor,Clay,4th Round,3,Fritz T.,Dimitrov G.,13,10,2870,3605,6,2,6,7,6,1,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.72,2.26,1.77,2.3,1.68,2.19,28,2.807644142073216,0.24780433278237432,3.413967029215322,0.27016300903041135,0.6963975,0.8063549999999999,2.807644142073216,3.413967029215322,0.24780433278237432,0.27016300903041135,0.0490727182064117,0.04589176091542932,1,Dimitrov G.,FALSE,Dimitrov G.,FALSE,0.586734693877551,Fritz T.,TRUE,0.9509272817935883,0,0.9541082390845707,0,0.586734693877551,1,-0.6398578666598034,29
29,Rome,Internazionali BNL d'Italia,2024-05-15,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tabilo A.,Zhang Zh.,32,56,1320,868,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.68,2.33,1.75,2.4,1.6,2.33,19,1.8304594825785565,0.4903382767867735,2.142348306211811,0.28804489595915617,0.8948250000000002,0.8230500000000001,1.8304594825785565,2.142348306211811,0.4903382767867735,0.28804489595915617,0.29169504578698946,0.3012736823602434,1,Zhang Zh.,FALSE,Zhang Zh.,FALSE,0.6025316455696202,Tabilo A.,TRUE,0.7083049542130105,0,0.6987263176397567,0,0.6025316455696202,1,-0.6398578666598034,29
31,Lyon,Lyon Open,2024-05-19,ATP250,Outdoor,Clay,1st Round,3,Vukic A.,Mcdonald M.,93,74,647,735,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.65,2.31,1.68,2.31,1.64,2.25,16,1.1624057985147818,0.3184912408815987,2.0085213815636247,0.2622989848927975,0,0,1.1624057985147818,2.0085213815636247,0.3184912408815987,0.2622989848927975,0.0201480768437967,0.020148076843796704,1,Mcdonald M.,FALSE,Mcdonald M.,FALSE,0.5684754521963824,Vukic A.,TRUE,0.9798519231562033,0,0.9798519231562033,0,0.5684754521963824,1,-0.6544721543253054,31
31,Lyon,Lyon Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Evans D.,73,60,739,831,6,3,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.68,2.3,1.73,2.3,1.66,2.19,32,0.987734990916566,0.32713322911022485,1.6225019897068682,0.28887829288404115,0,0,0.987734990916566,1.6225019897068682,0.32713322911022485,0.28887829288404115,0.07290806462595834,0.07290806462595834,1,Evans D.,FALSE,Evans D.,FALSE,0.5684754521963824,Rinderknech A.,TRUE,0.9270919353740417,0,0.9270919353740417,0,0.5684754521963824,1,-0.6544721543253054,31
31,Lyon,Lyon Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Mannarino A.,47,22,1002,1865,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.1,7,1.15,6.64,1.15,7,1.13,5.99,22,2.34518030282707,0.592348972022234,2.5731332767105544,0.2533154055855372,0.5625,0,2.34518030282707,2.5731332767105544,0.592348972022234,0.2533154055855372,0.3617323832233027,0.45023718822247494,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.8641975308641975,Darderi L.,TRUE,0.6382676167766973,0,0.5497628117775251,0,0.8641975308641975,1,-0.6544721543253054,31
31,Lyon,Lyon Open,2024-05-24,ATP250,Outdoor,Clay,Semifinals,3,Etcheverry T.,Darderi L.,29,47,1410,1002,6,2,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.71,2.27,1.71,2.27,1.67,2.19,18,2.1658636222044856,0.2650571246829855,2.34518030282707,0.592348972022234,1.0635075,0.9011250000000001,2.1658636222044856,2.34518030282707,0.2650571246829855,0.592348972022234,0.3911514049374468,0.4167328149420755,1,Darderi L.,FALSE,Darderi L.,FALSE,0.5684754521963824,Etcheverry T.,TRUE,0.6088485950625532,0,0.5832671850579245,0,0.5684754521963824,1,-0.6544721543253054,31
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Altmaier D.,Djere L.,83,52,702,960,7,5,6,4,6,7,5,7,7,6,3,2,Completed,1.53,2.5,1.61,2.49,1.61,2.55,1.56,2.44,60,1.4399701089084638,0.2830045288221321,2.1702567398189787,0.26625025776696,0,0,1.4399701089084638,2.1702567398189787,0.2830045288221321,0.26625025776696,0.03009101604693991,0.030091016046939905,1,Djere L.,FALSE,Djere L.,FALSE,0.6203473945409429,Altmaier D.,TRUE,0.9699089839530601,0,0.9699089839530601,0,0.6203473945409429,1,-0.6532770661311591,32
32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Munar J.,Bautista Agut R.,64,81,810,715,6,1,4,6,6,4,6,1,NA,NA,3,1,Completed,1.67,2.2,1.69,2.3,1.8,2.3,1.69,2.2,34,1.7098719388345651,0.2932961994149356,2.0608798399189343,0.2893498981131879,0,0,1.7098719388345651,2.0608798399189343,0.2932961994149356,0.2893498981131879,0.19711929970695885,0.19711929970695888,1,Bautista Agut R.,FALSE,Bautista Agut R.,FALSE,0.5684754521963824,Munar J.,TRUE,0.8028807002930411,0,0.8028807002930411,0,0.5684754521963824,1,-0.6532770661311591,32
32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Moutet C.,Shevchenko A.,79,59,720,855,6,4,6,2,0,6,6,3,NA,NA,3,1,Completed,1.44,2.75,1.5,2.81,1.5,2.85,1.45,2.76,33,1.0337203412412297,0.37656959932589423,2.128425012540762,0.28965445904131126,0.492075,0.8019000000000002,1.0337203412412297,2.128425012540762,0.37656959932589423,0.28965445904131126,0.010604695062465214,0.008678426975259307,1,Shevchenko A.,FALSE,Shevchenko A.,FALSE,0.6563245823389022,Moutet C.,TRUE,0.9893953049375348,0,0.9913215730247407,0,0.6563245823389022,1,-0.6532770661311591,32
32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Musetti L.,Monfils G.,30,37,1370,1155,7,5,6,1,6,4,NA,NA,NA,NA,3,0,Completed,1.44,2.75,1.44,3.01,1.52,3.01,1.45,2.77,29,2.427437164126082,0.26588507613653367,2.443665338921478,0.3178839212093512,0.5467500000000001,0.6561000000000001,2.427437164126082,2.443665338921478,0.26588507613653367,0.3178839212093512,0.4843819562676996,0.46656786922109317,1,Monfils G.,FALSE,Monfils G.,FALSE,0.6563245823389022,Musetti L.,TRUE,0.5156180437323004,0,0.5334321307789068,0,0.6563245823389022,1,-0.6532770661311591,32
32,Paris,French Open,2024-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Moutet C.,Ofner S.,79,45,720,1038,3,6,6,4,6,4,6,1,NA,NA,3,1,Completed,1.36,3.2,1.38,3.35,1.39,3.35,1.35,3.21,36,1.0337203412412297,0.37656959932589423,1.9670568196012923,0.3142333227878318,0.7424999999999999,1.1925000000000001,1.0337203412412297,1.9670568196012923,0.37656959932589423,0.3142333227878318,0.028520484520193498,0.02141172603693265,1,Ofner S.,FALSE,Ofner S.,FALSE,0.7017543859649122,Moutet C.,TRUE,0.9714795154798065,0,0.9785882739630674,0,0.7017543859649122,1,-0.6532770661311591,32
32,Paris,French Open,2024-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Ruud C.,Fritz T.,7,12,4425,2980,7,6,3,6,6,4,6,2,NA,NA,3,1,Completed,1.36,3.2,1.33,3.69,1.4,3.69,1.32,3.41,40,2.628619814421178,0.2676147859996015,2.7831626978721222,0.24735676804411025,1.4555700000000003,1.6396425000000001,2.628619814421178,2.7831626978721222,0.2676147859996015,0.24735676804411025,0.3357547308246228,0.3094865366679282,1,Fritz T.,FALSE,Fritz T.,FALSE,0.7017543859649122,Ruud C.,TRUE,0.6642452691753772,0,0.6905134633320718,0,0.7017543859649122,1,-0.6532770661311591,32
32,Paris,French Open,2024-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ruud C.,Djokovic N.,7,1,4425,9960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Walkover,1.8,2,1.74,2.18,1.82,2.2,1.76,2.09,0,2.628619814421178,0.2676147859996015,4.828871510158247,0.34442224995346643,1.3512825000000002,1.7795700000000003,2.628619814421178,4.828871510158247,0.2676147859996015,0.34442224995346643,1e-6,1e-6,1,Djokovic N.,FALSE,Djokovic N.,FALSE,0.5263157894736842,Ruud C.,TRUE,0.999999,0,0.999999,0,0.5263157894736842,1,-0.6532770661311591,32
33,Stuttgart,Stuttgart Open,2024-06-10,ATP250,Outdoor,Grass,1st Round,3,Koepfer D.,Zhang Zh.,65,44,801,1066,4,6,7,6,7,6,NA,NA,NA,NA,2,1,Completed,1.8,2,1.79,2.08,1.81,2.12,1.76,2.02,36,1.5165693822070474,0.41280331200508186,2.16436656452721,0.28485618383898936,0,0,1.5165693822070474,2.16436656452721,0.41280331200508186,0.28485618383898936,0.0982482716219524,0.0982482716219524,1,Zhang Zh.,FALSE,Zhang Zh.,FALSE,0.5263157894736842,Koepfer D.,TRUE,0.9017517283780476,0,0.9017517283780476,0,0.5263157894736842,1,-0.6399017408957138,33
33,Stuttgart,Stuttgart Open,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Nakashima B.,Eubanks C.,70,45,750,1017,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.62,2.38,1.69,2.42,1.57,2.34,23,1.4977316062441297,0.3143594228844541,1.7803394272510529,0.2842006037176501,0,0,1.4977316062441297,1.7803394272510529,0.3143594228844541,0.2842006037176501,0.2524277306598671,0.2524277306598671,1,Eubanks C.,FALSE,Eubanks C.,FALSE,0.6025316455696202,Nakashima B.,TRUE,0.7475722693401329,0,0.7475722693401329,0,0.6025316455696202,1,-0.6399017408957138,33
33,Stuttgart,Stuttgart Open,2024-06-15,ATP250,Outdoor,Grass,Semifinals,3,Berrettini M.,Musetti L.,95,30,630,1290,6,4,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.36,3.2,1.44,3.04,1.44,3.2,1.39,2.96,16,2.047549871758838,0.40658686477529926,2.44338590622679,0.26721065320460746,1.5068925,1.46934,2.047549871758838,2.44338590622679,0.40658686477529926,0.26721065320460746,0.2079413431177855,0.21192689051108693,1,Musetti L.,FALSE,Musetti L.,FALSE,0.7017543859649122,Berrettini M.,TRUE,0.7920586568822146,0,0.7880731094889131,0,0.7017543859649122,1,-0.6399017408957138,33
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Vukic A.,Purcell M.,87,100,674,612,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.32,1.7,2.34,1.63,2.23,22,1.216595675998558,0.30958607647683206,1.5434984687417743,0.3237162816093666,0,0,1.216595675998558,1.5434984687417743,0.30958607647683206,0.3237162816093666,0.23275078228092913,0.23275078228092913,1,Purcell M.,FALSE,Purcell M.,FALSE,0.586734693877551,Vukic A.,TRUE,0.7672492177190708,0,0.7672492177190708,0,0.586734693877551,1,-0.6716075998984985,34
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-12,ATP250,Outdoor,Grass,2nd Round,3,Humbert U.,Fils A.,16,38,2250,1155,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.68,2.28,1.69,2.31,1.64,2.2,22,2.4343665255604177,0.2652248983224579,2.5365292507461805,0.2958624006407153,0,0.45,2.4343665255604177,2.5365292507461805,0.2652248983224579,0.2958624006407153,0.3985442822583558,0.32876905406446316,1,Fils A.,FALSE,Fils A.,FALSE,0.5684754521963824,Humbert U.,TRUE,0.6014557177416442,0,0.6712309459355368,0,0.5684754521963824,1,-0.6716075998984985,34
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-15,ATP250,Outdoor,Grass,Semifinals,3,Korda S.,Griekspoor T.,26,23,1620,1690,6,2,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.68,2.33,1.68,2.33,1.64,2.23,18,2.7654117314386686,0.28701217330381124,2.7963516216804085,0.26940499034069226,1.2682575,1.7606475000000004,2.7654117314386686,2.7963516216804085,0.28701217330381124,0.26940499034069226,0.4686758706699451,0.38789867071426426,1,Griekspoor T.,FALSE,Griekspoor T.,FALSE,0.5684754521963824,Korda S.,TRUE,0.5313241293300549,0,0.6121013292857358,0,0.5684754521963824,1,-0.6716075998984985,34
35,Halle,Halle Open,2024-06-19,ATP500,Outdoor,Grass,1st Round,3,Struff J.L.,Darderi L.,41,34,1080,1231,6,7,7,5,7,6,NA,NA,NA,NA,2,1,Completed,1.17,5,1.21,5.04,1.22,5.05,1.18,4.69,38,2.560598292232589,0.2973648533714592,2.613460302599822,0.5561242375453784,0,0,2.560598292232589,2.613460302599822,0.2973648533714592,0.5561242375453784,0.4665983758614933,0.4665983758614932,1,Darderi L.,FALSE,Darderi L.,FALSE,0.8103727714748785,Struff J.L.,TRUE,0.5334016241385067,0,0.5334016241385068,0,0.8103727714748785,1,-0.6741026168137828,35
36,Queens Club,Queen's Club Championships,2024-06-18,ATP500,Outdoor,Grass,1st Round,3,Korda S.,Khachanov K.,23,22,1775,1780,7,5,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.72,2.23,1.73,2.25,1.68,2.15,25,2.7782250066814935,0.28772709190741574,3.039860150568969,0.29087711195835003,0.9877950000000002,0,2.7782250066814935,3.039860150568969,0.28772709190741574,0.29087711195835003,0.2612572319744876,0.40970449265695186,1,Khachanov K.,FALSE,Khachanov K.,FALSE,0.5684754521963824,Korda S.,TRUE,0.7387427680255124,0,0.5902955073430481,0,0.5684754521963824,1,-0.6825881614143131,36
36,Queens Club,Queen's Club Championships,2024-06-22,ATP500,Outdoor,Grass,Semifinals,3,Paul T.,Korda S.,13,23,2750,1775,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.85,2.07,1.93,2.11,1.78,2.01,23,2.6978938265411507,0.25821853979615245,2.7782250066814935,0.28772709190741574,1.4103,1.6950375000000002,2.6978938265411507,2.7782250066814935,0.25821853979615245,0.28772709190741574,0.41769803052161747,0.3713128351089728,1,Korda S.,FALSE,Korda S.,FALSE,0.5263157894736842,Paul T.,TRUE,0.5823019694783825,0,0.6286871648910273,0,0.5263157894736842,1,-0.6825881614143131,36
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Purcell M.,Djere L.,94,52,627,936,6,1,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.59,2.5,1.59,2.75,1.54,2.45,26,1.447592383997803,0.31646379023707266,2.1220123633015695,0.2656278437725671,0,0,1.447592383997803,2.1220123633015695,0.31646379023707266,0.2656278437725671,0.051306502067783255,0.05130650206778324,1,Djere L.,FALSE,Djere L.,FALSE,0.6203473945409429,Purcell M.,TRUE,0.9486934979322168,0,0.9486934979322168,0,0.6203473945409429,1,-0.6466569395996561,37
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Giron M.,Cerundolo F.,46,27,1005,1565,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.76,2.17,1.76,2.25,1.7,2.13,26,1.860636356840757,0.2477135824206801,2.515185502912762,0.26220635764248773,0.8784449999999999,0,1.860636356840757,2.515185502912762,0.2477135824206801,0.26220635764248773,0.03479301675624369,0.059812012980301074,1,Cerundolo F.,FALSE,Cerundolo F.,FALSE,0.5483028720626633,Giron M.,TRUE,0.9652069832437563,0,0.940187987019699,0,0.5483028720626633,1,-0.6466569395996561,37
37,Eastbourne,Eastbourne International,2024-06-26,ATP250,Outdoor,Grass,2nd Round,3,Kecmanovic M.,Baez S.,53,18,920,2030,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.56,2.6,1.56,3,1.45,2.7,17,1.7550108289384465,0.25313601006435216,2.06663645145445,0.2620571976191756,0.47250000000000003,0,1.7550108289384465,2.06663645145445,0.25313601006435216,0.2620571976191756,0.19619556618245346,0.24886054535739907,1,Baez S.,FALSE,Baez S.,FALSE,0.6563245823389022,Kecmanovic M.,TRUE,0.8038044338175465,0,0.7511394546426009,0,0.6563245823389022,1,-0.6466569395996561,37
38,Mallorca,Mallorca Championships,2024-06-25,ATP250,Outdoor,Grass,2nd Round,3,Michelsen A.,Mannarino A.,62,22,844,1765,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.7,2.3,1.7,2.4,1.62,2.26,23,1.6679947340920782,0.3802409735242065,2.4929013241241367,0.25429046312622583,0.4455,0,1.6679947340920782,2.4929013241241367,0.3802409735242065,0.25429046312622583,0.03566816478670773,0.046997372471722816,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.6025316455696202,Michelsen A.,TRUE,0.9643318352132922,0,0.9530026275282771,0,0.6025316455696202,1,-0.6456811425985274,38
38,Mallorca,Mallorca Championships,2024-06-25,ATP250,Outdoor,Grass,2nd Round,3,Ofner S.,Darderi L.,54,37,883,1231,6,3,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.85,2.07,1.91,2.25,1.78,2.02,21,1.917766213427112,0.3042900427785534,2.385002399137431,0.5231742383106666,0.72,0.54,1.917766213427112,2.385002399137431,0.3042900427785534,0.5231742383106666,0.22005799879905522,0.24065244816635126,1,Darderi L.,FALSE,Darderi L.,FALSE,0.5483028720626633,Ofner S.,TRUE,0.7799420012009448,0,0.7593475518336488,0,0.5483028720626633,1,-0.6456811425985274,38
38,Mallorca,Mallorca Championships,2024-06-26,ATP250,Outdoor,Grass,2nd Round,3,Tabilo A.,Shevchenko A.,24,58,1679,860,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.58,2.56,1.58,2.63,1.52,2.5,17,1.8610074844416509,0.45562663875918374,2.1581175440855396,0.28637557528152796,0,0.50625,1.8610074844416509,2.1581175440855396,0.45562663875918374,0.28637557528152796,0.29044193331694734,0.22791625867481644,1,Shevchenko A.,FALSE,Shevchenko A.,FALSE,0.6368038740920097,Tabilo A.,TRUE,0.7095580666830527,0,0.7720837413251835,0,0.6368038740920097,1,-0.6456811425985274,38
38,Mallorca,Mallorca Championships,2024-06-27,ATP250,Outdoor,Grass,Quarterfinals,3,Tabilo A.,Mensik J.,24,85,1679,688,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.66,2.36,1.7,2.4,1.61,2.28,20,1.8610074844416509,0.45562663875918374,2.811318555224415,0.6417991827330344,0.3825,1.20375,1.8610074844416509,2.811318555224415,0.45562663875918374,0.6417991827330344,0.11364264096439039,0.07015394158373717,1,Mensik J.,FALSE,Mensik J.,FALSE,0.6025316455696202,Tabilo A.,TRUE,0.8863573590356096,0,0.9298460584162629,0,0.6025316455696202,1,-0.6456811425985274,38
38,Mallorca,Mallorca Championships,2024-06-29,ATP250,Outdoor,Grass,The Final,3,Tabilo A.,Ofner S.,24,54,1679,883,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.75,2.21,1.8,2.24,1.7,2.12,19,1.8610074844416509,0.45562663875918374,1.917766213427112,0.3042900427785534,1.3673250000000001,1.4469525,1.8610074844416509,1.917766213427112,0.45562663875918374,0.3042900427785534,0.4587456469812527,0.4460094752428815,1,Ofner S.,FALSE,Ofner S.,FALSE,0.5684754521963824,Tabilo A.,TRUE,0.5412543530187472,0,0.5539905247571185,0,0.5684754521963824,1,-0.6456811425985274,38
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Thompson J.,Kotov P.,40,53,1206,893,5,7,5,7,6,4,6,4,6,4,3,2,Completed,1.22,4.33,1.24,4.62,1.29,4.62,1.23,4.18,54,1.975615474404388,0.2777241933900432,2.0897421187724636,0.3123208226988648,0,0,1.975615474404388,2.0897421187724636,0.2777241933900432,0.3123208226988648,0.39240027099093144,0.39240027099093144,1,Kotov P.,FALSE,Kotov P.,FALSE,0.7801801801801801,Thompson J.,TRUE,0.6075997290090686,0,0.6075997290090686,0,0.7801801801801801,1,-0.6034242830844191,39
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Berrettini M.,Fucsovics M.,59,70,845,785,7,6,6,2,3,6,6,1,NA,NA,3,1,Completed,1.17,5,1.21,5.11,1.21,5.32,1.18,4.9,37,2.1971980006999043,0.3912245907411124,2.231678285817309,0.29087818303136176,0,0,2.1971980006999043,2.231678285817309,0.3912245907411124,0.29087818303136176,0.47180742813657855,0.47180742813657855,1,Fucsovics M.,FALSE,Fucsovics M.,FALSE,0.8103727714748785,Berrettini M.,TRUE,0.5281925718634215,0,0.5281925718634215,0,0.8103727714748785,1,-0.6034242830844191,39
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Nakashima B.,Baez S.,65,18,825,2020,6,2,6,3,6,4,NA,NA,NA,NA,3,0,Completed,1.14,5.5,1.17,5.92,1.18,6,1.16,5.37,27,1.6226918309881977,0.30537404111330263,2.06010173013402,0.2620134561320394,0,0,1.6226918309881977,2.06010173013402,0.30537404111330263,0.2620134561320394,0.13850192544169154,0.13850192544169151,1,Baez S.,FALSE,Baez S.,FALSE,0.8283132530120482,Nakashima B.,TRUE,0.8614980745583085,0,0.8614980745583085,0,0.8283132530120482,1,-0.6034242830844191,39
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Vukic A.,Ofner S.,69,45,789,1038,6,7,6,4,6,4,3,6,7,6,3,2,Completed,1.67,2.2,1.79,2.14,1.79,2.25,1.71,2.14,55,1.3603026319690934,0.2993549355163021,1.9600939074566184,0.3004933382648659,0.9823275,1.277775,1.3603026319690934,1.9600939074566184,0.2993549355163021,0.3004933382648659,0.07866970121195427,0.06668014660381101,1,Ofner S.,FALSE,Ofner S.,FALSE,0.5684754521963824,Vukic A.,TRUE,0.9213302987880457,0,0.933319853396189,0,0.5684754521963824,1,-0.6034242830844191,39
39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Bublik A.,Mensik J.,23,78,1730,738,4,6,6,7,6,4,6,4,6,2,3,2,Completed,1.44,2.75,1.44,3.03,1.47,3.03,1.44,2.82,51,2.214907272319985,0.27922351938918444,2.888307345706529,0.6183123659430874,0,0.32805,2.214907272319985,2.888307345706529,0.27922351938918444,0.6183123659430874,0.16045817610953028,0.13554725609523482,1,Mensik J.,FALSE,Mensik J.,FALSE,0.6563245823389022,Bublik A.,TRUE,0.8395418238904697,0,0.8644527439047651,0,0.6563245823389022,1,-0.6034242830844191,39
39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Safiullin R.,Cerundolo F.,44,30,1045,1315,6,7,3,6,7,5,6,3,6,4,3,2,Completed,1.73,2.1,1.76,2.19,1.78,2.19,1.73,2.1,53,1.9213074105800856,0.2689216231743676,2.451709641354166,0.25932348487167056,0,0,1.9213074105800856,2.451709641354166,0.2689216231743676,0.25932348487167056,0.07783961887856782,0.07783961887856783,1,Cerundolo F.,FALSE,Cerundolo F.,FALSE,0.5483028720626633,Safiullin R.,TRUE,0.9221603811214322,0,0.9221603811214322,0,0.5483028720626633,1,-0.6034242830844191,39
39,London,Wimbledon,2024-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Nakashima B.,Thompson J.,65,40,825,1206,6,3,6,2,6,2,NA,NA,NA,NA,3,0,Completed,1.67,2.2,1.74,2.22,1.74,2.3,1.69,2.19,25,1.6226918309881977,0.30537404111330263,1.975615474404388,0.2777241933900432,0.5467500000000001,1.0935000000000001,1.6226918309881977,1.975615474404388,0.30537404111330263,0.2777241933900432,0.19627546873732316,0.14935616548609779,1,Thompson J.,FALSE,Thompson J.,FALSE,0.5684754521963824,Nakashima B.,TRUE,0.8037245312626768,0,0.8506438345139022,0,0.5684754521963824,1,-0.6034242830844191,39
39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Safiullin R.,Machac T.,44,39,1045,1214,6,2,6,4,5,7,6,3,NA,NA,3,1,Completed,1.73,2.1,1.72,2.26,1.74,2.29,1.69,2.18,39,1.9213074105800856,0.2689216231743676,2.485752409553821,0.4272334568373192,1.1925000000000001,0.8775000000000001,1.9213074105800856,2.485752409553821,0.2689216231743676,0.4272334568373192,0.13176159758911912,0.1550678619305889,1,Machac T.,FALSE,Machac T.,FALSE,0.5483028720626633,Safiullin R.,TRUE,0.8682384024108809,0,0.844932138069411,0,0.5483028720626633,1,-0.6034242830844191,39
39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Tabilo A.,Cobolli F.,19,48,1904,980,7,6,7,6,4,6,4,6,6,4,3,2,Completed,1.36,3.2,1.34,3.6,1.36,3.6,1.33,3.31,56,1.847452748122812,0.4557498926920614,2.3405680120879984,0.4005207180258956,0.6525000000000001,0.8505,1.847452748122812,2.3405680120879984,0.4557498926920614,0.4005207180258956,0.20818396441145326,0.18917419836220803,1,Cobolli F.,FALSE,Cobolli F.,FALSE,0.7017543859649122,Tabilo A.,TRUE,0.7918160355885467,0,0.8108258016377919,0,0.7017543859649122,1,-0.6034242830844191,39
39,London,Wimbledon,2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Mpetshi G.,Nishioka Y.,58,90,853,659,6,4,6,1,6,2,NA,NA,NA,NA,3,0,Completed,1.53,2.5,1.61,2.47,1.61,2.51,1.58,2.4,25,1.7674963600352684,0.6238045847824907,2.033813989541919,0.2807481476615821,1.2352500000000002,0.7695000000000001,1.7674963600352684,2.033813989541919,0.6238045847824907,0.2807481476615821,0.34852214330231057,0.4147175704453302,1,Nishioka Y.,FALSE,Nishioka Y.,FALSE,0.6203473945409429,Mpetshi G.,TRUE,0.6514778566976894,0,0.5852824295546698,0,0.6203473945409429,1,-0.6034242830844191,39
39,London,Wimbledon,2024-07-06,Grand Slam,Outdoor,Grass,3rd Round,5,Mpetshi G.,Ruusuvuori E.,58,87,853,683,4,6,6,2,7,6,6,4,NA,NA,3,1,Completed,1.73,2.1,1.81,2.12,1.83,2.15,1.76,2.07,41,1.7674963600352684,0.6238045847824907,2.221850756902844,0.27296067566845467,1.5068025,1.9298250000000003,1.7674963600352684,2.221850756902844,0.6238045847824907,0.27296067566845467,0.2522984533320101,0.20723831859601385,1,Ruusuvuori E.,FALSE,Ruusuvuori E.,FALSE,0.5483028720626633,Mpetshi G.,TRUE,0.7477015466679899,0,0.7927616814039862,0,0.5483028720626633,1,-0.6034242830844191,39
