ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,GamesMatch,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,Fatigue_W,Fatigue_L,mu_winner,mu_loser,sigma_winner,sigma_loser,p_ttt_win,p_adj_win,pred,ttt_correct,pred_fat,ttt_fat_correct,bookie_pred,bookie_correct,theta_used
52,Chengdu,Chengdu Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Safiullin R.,Fognini F.,56,79,915,694,6,3,4,6,6,4,NA,NA,NA,NA,2,1,Completed,1.2,4.5,1.23,4.47,1.25,4.5,1.21,4.25,29,1.957280677518835,0.2642015252464954,2.212296340000147,0.36006784997735597,0,0,1.957280677518835,2.212296340000147,0.2642015252464954,0.36006784997735597,0.2839943367162784,0.2839943367162784,Fognini F.,FALSE,Fognini F.,FALSE,Safiullin R.,TRUE,-0.028737059730623113
53,Hangzhou,Hangzhou Open,2024-09-18,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Svajda Z.,777,135,28,452,5,7,6,3,6,0,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.1,1.82,2.1,1.76,2.04,27,0.7145237902849862,0.920431825593365,0.9010326339770465,0.5981877729481392,0,0,0.7145237902849862,0.9010326339770465,0.920431825593365,0.5981877729481392,0.4325431109315528,0.43254311093155273,Svajda Z.,FALSE,Svajda Z.,FALSE,Cilic M.,TRUE,-0.028701076588074678
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Dzumhur D.,81,86,681,655,2,6,7,6,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.85,2.05,1.85,2.14,1.74,2.08,29,1.8896714058212905,0.31215422954089067,2.002140773055794,1.0092331135057029,0,0,1.8896714058212905,2.002140773055794,0.31215422954089067,1.0092331135057029,0.45760701290356465,0.45760701290356465,Dzumhur D.,FALSE,Dzumhur D.,FALSE,Hijikata R.,TRUE,-0.028701076588074678
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Bu Y.,Gaston H.,124,77,484,714,7,5,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.53,2.65,1.53,2.78,1.46,2.64,21,-2.4922556050158,2.51931307459399,1.3093531376181087,0.38603746772185454,0,0,-2.4922556050158,1.3093531376181087,2.51931307459399,0.38603746772185454,0.06790505435597852,0.06790505435597852,Gaston H.,FALSE,Gaston H.,FALSE,Bu Y.,TRUE,-0.028701076588074678
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Shevchenko A.,Trungelliti M.,58,138,870,423,6,1,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.78,2.14,1.78,2.29,1.68,2.14,14,2.161694980276998,0.27836540506064994,2.6370217066139316,1.10771279017541,0,0,2.161694980276998,2.6370217066139316,0.27836540506064994,1.10771279017541,0.33864387882025504,0.33864387882025504,Trungelliti M.,FALSE,Trungelliti M.,FALSE,Shevchenko A.,TRUE,-0.028701076588074678
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Bellucci M.,Karatsev A.,108,115,529,508,6,4,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.77,2.16,1.77,2.18,1.71,2.1,16,1.9925303170702076,0.7551249534426832,2.073239649179768,0.28727330788795574,0,0,1.9925303170702076,2.073239649179768,0.7551249534426832,0.28727330788795574,0.4602129293806753,0.4602129293806754,Karatsev A.,FALSE,Karatsev A.,FALSE,Bellucci M.,TRUE,-0.028701076588074678
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Safiullin R.,Wawrinka S.,69,233,790,243,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.41,3.11,1.41,3.15,1.38,2.99,19,1.9945682608529385,0.2627707550866613,2.0493974339252783,0.27893670139566235,0,0,1.9945682608529385,2.0493974339252783,0.2627707550866613,0.27893670139566235,0.4431148467855134,0.4431148467855134,Wawrinka S.,FALSE,Wawrinka S.,FALSE,Safiullin R.,TRUE,-0.028955527410585154
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,O Connell C.,Etcheverry T.,79,35,700,1370,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.83,2.08,1.83,2.11,1.76,2.03,23,1.9652495128832088,0.273009032735812,2.2641480392237554,0.25570873063596156,0,0,1.9652495128832088,2.2641480392237554,0.273009032735812,0.25570873063596156,0.21212615303758087,0.2121261530375809,Etcheverry T.,FALSE,Etcheverry T.,FALSE,O Connell C.,TRUE,-0.0292453976317522
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Sonego L.,102,49,568,1081,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.66,2.34,1.66,2.63,1.59,2.34,26,1.9214822091951362,0.29688124061250837,2.1912180196062057,0.24554476672570885,0,0,1.9214822091951362,2.1912180196062057,0.29688124061250837,0.24554476672570885,0.24192404380554866,0.2419240438055487,Sonego L.,FALSE,Sonego L.,FALSE,Shapovalov D.,TRUE,-0.02846730629883581
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Gerasimov E.,93,304,619,170,6,7,6,3,6,4,NA,NA,NA,NA,2,1,Completed,1.29,3.75,1.35,3.47,1.35,3.75,1.3,3.43,32,1.3841341679048194,0.301891561169656,1.760446776214919,1.362322592855663,0,0,1.3841341679048194,1.760446776214919,0.301891561169656,1.362322592855663,0.3937007849827392,0.39370078498273925,Gerasimov E.,FALSE,Gerasimov E.,FALSE,Daniel T.,TRUE,-0.02846730629883581
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Hijikata R.,55,78,945,718,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.55,2.58,1.58,2.6,1.53,2.46,16,1.8041025348291575,0.2429995259060375,1.9228095121027686,0.3098485507282393,0,0,1.8041025348291575,1.9228095121027686,0.2429995259060375,0.3098485507282393,0.38153086489852395,0.38153086489852395,Hijikata R.,FALSE,Hijikata R.,FALSE,Kecmanovic M.,TRUE,-0.02846730629883581
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Atmane T.,Kovacevic A.,161,76,369,740,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.75,2.18,1.76,2.32,1.69,2.14,23,0.879419789199889,0.6738931641484707,1.0960759348862705,0.3736986276442661,0,0,0.879419789199889,1.0960759348862705,0.6738931641484707,0.3736986276442661,0.3892929173824698,0.3892929173824698,Kovacevic A.,FALSE,Kovacevic A.,FALSE,Atmane T.,TRUE,-0.02846730629883581
57,Almaty,Almaty Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Diallo G.,O Connell C.,118,72,497,762,7,6,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.94,1.94,1.94,2,1.87,1.91,21,0.44889700164260776,0.6783371870920634,1.9813223125992767,0.2680016122240812,0,0,0.44889700164260776,1.9813223125992767,0.6783371870920634,0.2680016122240812,0.01781809590960622,0.017818095909606223,O Connell C.,FALSE,O Connell C.,FALSE,Diallo G.,TRUE,-0.02899672816971729
57,Almaty,Almaty Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Virtanen O.,Fognini F.,116,76,499,721,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.58,2.57,1.64,2.6,1.54,2.44,22,1.0284694152227742,0.7626673795089197,2.1877070732406607,0.3488252821473979,0,0,1.0284694152227742,2.1877070732406607,0.7626673795089197,0.3488252821473979,0.08344599352261053,0.08344599352261053,Fognini F.,FALSE,Fognini F.,FALSE,Virtanen O.,TRUE,-0.02899672816971729
59,Stockholm,Nordic Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Kecmanovic M.,Norrie C.,55,52,965,989,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.88,2.02,1.95,2.02,1.84,1.94,20,1.8336350198565534,0.24120121941289802,2.4073034386585928,0.2705205340214624,0,0,1.8336350198565534,2.4073034386585928,0.24120121941289802,0.2705205340214624,0.05673172399750861,0.05673172399750861,Norrie C.,FALSE,Norrie C.,FALSE,Kecmanovic M.,TRUE,-0.030334582087677905
60,Basel,Swiss Indoors,2024-10-22,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Bublik A.,67,32,804,1460,3,6,6,4,4,0,NA,NA,NA,NA,1,1,Retired,1.67,2.2,1.73,2.22,1.74,2.23,1.68,2.15,23,2.1022524650519,0.25433351203229687,2.1791748861197613,0.27273886811437753,0,0,2.1022524650519,2.1791748861197613,0.25433351203229687,0.27273886811437753,0.4182905646019869,0.4182905646019869,Bublik A.,FALSE,Bublik A.,FALSE,Van De Zandschulp B.,TRUE,-0.030418500539897756
60,Basel,Swiss Indoors,2024-10-23,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Mannarino A.,169,57,343,929,6,3,3,6,7,5,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.65,2.37,1.7,2.4,1.59,2.31,30,2.089884228718403,0.27270609576232396,2.4104085372280855,0.2434226556524614,0,0,2.089884228718403,2.4104085372280855,0.27270609576232396,0.2434226556524614,0.1902869512110245,0.19028695121102454,Mannarino A.,FALSE,Mannarino A.,FALSE,Wawrinka S.,TRUE,-0.030418500539897756
62,Paris,BNP Paribas Masters,2024-10-28,Masters 1000,Indoor,Hard,1st Round,3,Giron M.,Shang J.,49,51,1105,1075,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.72,2.23,1.72,2.3,1.65,2.23,26,1.9162373874149399,0.24092653506624315,2.1570129847541355,0.3646324877979705,0,0,1.9162373874149399,2.1570129847541355,0.24092653506624315,0.3646324877979705,0.2908423167474793,0.2908423167474793,Shang J.,FALSE,Shang J.,FALSE,Giron M.,TRUE,-0.0296804773443799
62,Paris,BNP Paribas Masters,2024-10-28,Masters 1000,Indoor,Hard,1st Round,3,Kecmanovic M.,Baez S.,55,26,965,1690,6,4,6,7,7,5,NA,NA,NA,NA,2,1,Completed,1.4,3,NA,NA,1.4,3,1.4,3,35,1.9086961119280077,0.23807448536092723,2.1000989523153786,0.25728600488197206,0,0,1.9086961119280077,2.1000989523153786,0.23807448536092723,0.25728600488197206,0.2925230300460906,0.2925230300460906,Baez S.,FALSE,Baez S.,FALSE,Kecmanovic M.,TRUE,-0.0296804773443799
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Altmaier D.,Darderi L.,93,43,625,1248,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.79,2.12,1.86,2.18,1.77,2.02,22,1.4383309761442868,0.2773837505398768,1.9658007291492645,0.37894991953306867,0,0,1.4383309761442868,1.9658007291492645,0.2773837505398768,0.37894991953306867,0.13068063665917223,0.13068063665917223,Darderi L.,FALSE,Darderi L.,FALSE,Altmaier D.,TRUE,-0.030233317662011754
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Cilic M.,Muller A.,196,68,298,790,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.54,2.63,1.54,2.78,1.47,2.65,22,0.6398395644699737,0.6868371890062536,1.724726379912864,0.32853415805086134,0,0,0.6398395644699737,1.724726379912864,0.6868371890062536,0.32853415805086134,0.07709026612171356,0.07709026612171355,Muller A.,FALSE,Muller A.,FALSE,Cilic M.,TRUE,-0.030233317662011754
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Fucsovics M.,78,91,718,629,6,7,7,5,6,1,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.66,2.35,1.66,2.45,1.58,2.34,32,2.0225916087601754,0.2921904413259736,2.1317995937979046,0.28211297241576144,0,0,2.0225916087601754,2.1317995937979046,0.2921904413259736,0.28211297241576144,0.39401038422902007,0.39401038422902007,Fucsovics M.,FALSE,Fucsovics M.,FALSE,Shapovalov D.,TRUE,-0.030233317662011754
63,Belgrade,Belgrade Open,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Safiullin R.,Fognini F.,60,74,898,745,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.22,4.33,1.27,4.09,1.27,4.34,1.23,3.99,18,2.039522981204245,0.2580902968515899,2.0400714797271866,0.3374839993292572,0,0,2.039522981204245,2.0400714797271866,0.2580902968515899,0.3374839993292572,0.49948496170116713,0.4994849617011672,Fognini F.,FALSE,Fognini F.,FALSE,Safiullin R.,TRUE,-0.030233317662011754
64,Metz,Open de Moselle,2024-11-03,ATP250,Indoor,Hard,1st Round,3,Moutet C.,Nagal S.,66,83,804,697,7,5,4,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.29,3.75,1.34,3.53,1.34,3.75,1.31,3.43,16,1.0480125378473102,0.34169575248214673,1.269167469876959,0.5060877334017759,0,0,1.0480125378473102,1.269167469876959,0.34169575248214673,0.5060877334017759,0.358612761171032,0.35861276117103197,Nagal S.,FALSE,Nagal S.,FALSE,Moutet C.,TRUE,-0.030443152941961035
64,Metz,Open de Moselle,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Monteiro T.,133,100,445,609,4,6,6,4,7,6,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.76,2.17,1.8,2.2,1.74,2.07,33,1.1836875251540366,0.3098164753120715,1.553314581909304,0.34910585258269283,0,0,1.1836875251540366,1.553314581909304,0.3098164753120715,0.34910585258269283,0.21420762178635866,0.2142076217863587,Monteiro T.,FALSE,Monteiro T.,FALSE,Gasquet R.,TRUE,-0.030443152941961035
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Gaston H.,Droguet T.,81,174,712,338,7,6,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.8,2,1.9,1.99,1.9,2.02,1.81,1.97,32,1.1710191752643664,0.3738336280117726,1.6242304518849766,1.0654356382844004,0,0,1.1710191752643664,1.6242304518849766,0.3738336280117726,1.0654356382844004,0.3440681038539122,0.3440681038539122,Droguet T.,FALSE,Droguet T.,FALSE,Gaston H.,TRUE,-0.030443152941961035
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Bonzi B.,Bautista Agut R.,124,47,473,1151,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.89,1.99,1.94,2.14,1.84,1.95,22,1.6260769015067111,0.3362412352999755,2.1294595592089993,0.26904486271352285,0,0,1.6260769015067111,2.1294595592089993,0.3362412352999755,0.26904486271352285,0.12121365998829847,0.12121365998829849,Bautista Agut R.,FALSE,Bautista Agut R.,FALSE,Bonzi B.,TRUE,-0.030443152941961035
